Spot,date,time,range,height,swell_dir,swell_angle,period,wind_kmh,wind_dir,wind,wind_angle,temp,Conditions
Fronton,11/06,6pm,3-4ft,3ft,NNE,13,11s,7,NNE,Onshore,24,18°c,Not recommended
Fronton,12/06,6am,2-4ft,2.5ft,NNE,14,10s,8,N,Onshore,1,16°c,Not recommended
Fronton,12/06,12pm,2-3ft,2.5ft,NNE,13,10s,9,NNE,Onshore,17,19°c,Not recommended
Fronton,12/06,6pm,2-3ft,2ft,NNE,12,10s,10,N,Onshore,3,18°c,Not recommended
Fronton,13/06,6am,2ft,1.8ft,NNE,12,9s,5,NE,Onshore,41,15°c,Not recommended
Fronton,13/06,12pm,2ft,1.7ft,N,6,9s,5,E,Cross/Offshore,96,20°c,Not recommended
Fronton,13/06,6pm,2ft,1.4ft,N,6,13s,4,NE,Onshore,46,20°c,Not recommended
Fronton,14/06,6am,3-5ft,3.5ft,N,6,12s,7,NE,Onshore,54,16°c,Not recommended
Fronton,14/06,12pm,3-5ft,3.5ft,N,7,11s,6,E,Cross/Onshore,84,22°c,Not recommended
Fronton,14/06,6pm,3-5ft,3.5ft,N,8,11s,8,NNE,Onshore,17,21°c,Not recommended
Fronton,15/06,6am,2-4ft,3ft,N,6,10s,7,ENE,Onshore,58,18°c,Not recommended
Fronton,15/06,12pm,2-3ft,2.5ft,N,6,10s,5,ENE,Cross/Onshore,65,24°c,Not recommended
Fronton,15/06,6pm,2-3ft,2.5ft,N,11,9s,13,N,Onshore,353,24°c,Not recommended
Fronton,16/06,6am,2ft,1.6ft,NNW,331,12s,7,N,Onshore,358,21°c,Not recommended
Fronton,16/06,12pm,1-2ft,1.5ft,NNW,331,11s,9,NNE,Onshore,17,27°c,Not recommended
Fronton,16/06,6pm,1-2ft,1.8ft,NNE,24,8s,13,N,Onshore,351,25°c,Not recommended
Fronton,17/06,6am,1-2ft,1.2ft,NNW,330,10s,3,WNW,Cross/Onshore,292,20°c,Not recommended
Fronton,17/06,12pm,1-2ft,1ft,NNW,330,10s,5,E,Cross/Offshore,97,24°c,Not recommended
Fronton,17/06,6pm,1ft,1ft,NNW,330,10s,4,NNE,Onshore,23,22°c,Not recommended
Fronton,18/06,6am,1ft,0.8ft,N,5,8s,12,NW,Onshore,323,17°c,Not recommended
Fronton,18/06,12pm,1ft,0.8ft,N,4,8s,12,N,Onshore,349,22°c,Not recommended
Fronton,18/06,6pm,1ft,1.4ft,NNW,348,3s,10,N,Onshore,354,21°c,Not recommended
Fronton,19/06,6am,1-2ft,1.9ft,NNE,32,4s,13,NNE,Onshore,30,17°c,Not recommended
Fronton,19/06,12pm,1-2ft,1.8ft,NNE,14,5s,11,NNE,Onshore,31,21°c,Not recommended
Fronton,19/06,6pm,2ft,2.5ft,NNE,18,6s,15,NNE,Onshore,15,20°c,Not recommended
Fronton,20/06,6am,2-3ft,3ft,NE,34,6s,14,NNE,Onshore,22,17°c,Not recommended
Fronton,20/06,12pm,2-3ft,3ft,NNE,33,7s,13,NNE,Onshore,23,20°c,Not recommended
Fronton,20/06,6pm,2-3ft,3ft,NNE,28,7s,16,NNE,Onshore,15,19°c,Not recommended
Fronton,21/06,6am,2-3ft,3.5ft,NNE,24,7s,16,NNE,Onshore,15,16°c,Not recommended
Fronton,21/06,12pm,2-4ft,3.5ft,NNE,23,7s,14,NNE,Onshore,22,20°c,Not recommended
Fronton,21/06,6pm,3-4ft,4ft,NNE,21,7s,15,N,Onshore,11,20°c,Not recommended
Fronton,22/06,6am,3-4ft,4ft,NNE,19,8s,15,N,Onshore,2,17°c,Not recommended
Fronton,22/06,12pm,3-4ft,4ft,NNE,18,8s,13,NNE,Onshore,14,22°c,Not recommended
Fronton,22/06,6pm,3-4ft,4ft,NNE,19,8s,12,N,Onshore,356,21°c,Not recommended
Fronton,23/06,6am,3-4ft,3.5ft,NNE,17,8s,15,N,Onshore,4,17°c,Not recommended
Fronton,23/06,12pm,2-4ft,3.5ft,NNE,17,7s,15,N,Onshore,8,22°c,Not recommended
Fronton,23/06,6pm,3-4ft,3.5ft,NNE,15,7s,18,N,Onshore,6,20°c,Not recommended
Fronton,24/06,6am,2-4ft,3.5ft,NNE,12,7s,20,N,Onshore,353,17°c,Not recommended
Fronton,24/06,12pm,2-4ft,3.5ft,NNE,12,7s,16,N,Onshore,9,21°c,Not recommended
Fronton,24/06,6pm,2-4ft,3.5ft,NNE,12,7s,17,N,Onshore,10,20°c,Not recommended
Fronton,25/06,6am,2-4ft,3.5ft,NNE,14,7s,16,N,Onshore,7,16°c,Not recommended
Fronton,25/06,12pm,2-4ft,3.5ft,NNE,17,7s,14,NNE,Onshore,20,20°c,Not recommended
Fronton,25/06,6pm,2-4ft,3.5ft,NNE,16,7s,16,NNE,Onshore,12,19°c,Not recommended
Fronton,26/06,6am,2-4ft,3.5ft,NNE,20,7s,16,NNE,Onshore,19,16°c,Not recommended
Fronton,26/06,12pm,2-4ft,4ft,NNE,22,7s,16,NNE,Onshore,23,19°c,Not recommended
Fronton,26/06,6pm,3-4ft,4ft,NNE,22,7s,16,NNE,Onshore,16,18°c,Not recommended
Fronton,27/06,6am,3-4ft,4ft,NNE,19,7s,16,NNE,Onshore,15,16°c,Not recommended
Fronton,27/06,12pm,3-4ft,4ft,NNE,20,7s,15,NNE,Onshore,21,18°c,Not recommended
Fronton,27/06,6pm,2-4ft,4ft,NNE,21,7s,18,NNE,Onshore,13,19°c,Not recommended
Fronton,28/06,6am,2-4ft,3.5ft,NNE,24,7s,17,NNE,Onshore,13,17°c,Not recommended
Fronton,28/06,12pm,2-3ft,3.5ft,NNE,24,6s,16,NNE,Onshore,12,21°c,Not recommended
Fronton,28/06,6pm,2-3ft,3.5ft,NNE,24,6s,18,N,Onshore,9,20°c,Not recommended
Fronton,29/06,6am,2-4ft,4ft,NNE,21,7s,18,N,Onshore,3,18°c,Not recommended
Fronton,29/06,12pm,2-4ft,4ft,NNE,20,7s,17,N,Onshore,11,21°c,Not recommended
Fronton,29/06,6pm,2-4ft,4ft,NNE,18,7s,18,N,Onshore,8,20°c,Not recommended
Fronton,30/06,6am,2-4ft,3.5ft,NNE,17,7s,15,N,Onshore,8,17°c,Not recommended
Fronton,30/06,12pm,2-4ft,3.5ft,NNE,17,7s,13,NNE,Onshore,22,21°c,Not recommended
Fronton,30/06,6pm,2-3ft,3ft,NNE,18,7s,13,NNE,Onshore,22,20°c,Not recommended
Fronton,01/07,6am,2-3ft,3ft,NNE,21,7s,11,NNE,Onshore,12,17°c,Not recommended
Fronton,01/07,12pm,2-3ft,3ft,NNE,20,7s,10,NNE,Onshore,21,25°c,Not recommended
Fronton,01/07,6pm,2-3ft,3ft,NNE,14,6s,12,N,Onshore,4,23°c,Not recommended
Fronton,02/07,6am,2-4ft,3.5ft,NNE,13,6s,18,N,Onshore,1,17°c,Not recommended
Fronton,02/07,12pm,3-4ft,4ft,NNE,15,7s,15,NNE,Onshore,18,23°c,Not recommended
Fronton,02/07,6pm,3-4ft,4.5ft,NNE,15,7s,19,N,Onshore,5,22°c,Not recommended
Fronton,03/07,6am,3-5ft,4.5ft,NNE,17,7s,18,N,Onshore,2,18°c,Not recommended
Fronton,03/07,12pm,3-5ft,4.5ft,NNE,13,8s,19,NNE,Onshore,13,22°c,Not recommended
Fronton,03/07,6pm,3-5ft,4.5ft,NNE,12,7s,20,N,Onshore,6,21°c,Not recommended
Fronton,04/07,6am,3-5ft,5.5ft,NNE,19,8s,20,N,Onshore,8,17°c,Not recommended
Fronton,04/07,12pm,3-5ft,5.5ft,NNE,19,8s,19,NNE,Onshore,14,20°c,Not recommended
Fronton,04/07,6pm,3-5ft,5.5ft,NNE,17,8s,19,N,Onshore,360,20°c,Not recommended
Fronton,05/07,6am,4-6ft,5.5ft,NNE,11,8s,15,N,Onshore,3,17°c,Not recommended
Fronton,05/07,12pm,3-5ft,5ft,NNE,12,8s,13,N,Onshore,1,26°c,Not recommended
Fronton,05/07,6pm,3-5ft,5ft,N,9,8s,17,N,Onshore,352,25°c,Not recommended
Fronton,06/07,6am,3-5ft,4ft,N,9,8s,11,N,Onshore,353,24°c,Not recommended
Fronton,06/07,12pm,3-4ft,4ft,N,8,8s,11,N,Onshore,3,28°c,Not recommended
Fronton,06/07,6pm,3-4ft,3.5ft,N,8,8s,11,NNW,Onshore,336,29°c,Not recommended
Fronton,07/07,6am,2-4ft,3ft,N,8,7s,6,WNW,Onshore,299,24°c,Not recommended
Fronton,07/07,12pm,2-3ft,3ft,N,8,7s,8,N,Onshore,360,32°c,Not recommended
Fronton,07/07,6pm,2-4ft,3ft,N,6,7s,15,NNW,Onshore,342,31°c,Not recommended
Fronton,08/07,6am,2-4ft,3.5ft,N,3,8s,13,N,Onshore,354,25°c,Not recommended
Fronton,08/07,12pm,2-4ft,3.5ft,N,5,8s,16,N,Onshore,11,31°c,Not recommended
Fronton,08/07,6pm,3-4ft,3.5ft,N,7,8s,15,N,Onshore,4,26°c,Not recommended
Fronton,09/07,6am,3-4ft,4ft,N,10,7s,16,N,Onshore,349,20°c,Not recommended
Fronton,09/07,12pm,3-4ft,4.5ft,NNE,13,7s,16,N,Onshore,6,26°c,Not recommended
Fronton,09/07,6pm,3-5ft,4.5ft,NNE,11,9s,19,N,Onshore,0,23°c,Not recommended
Fronton,10/07,6am,3-5ft,4.5ft,N,10,9s,19,N,Onshore,351,17°c,Not recommended
Fronton,10/07,12pm,3-5ft,4.5ft,N,10,8s,16,N,Onshore,6,23°c,Not recommended
Fronton,10/07,6pm,3-5ft,5ft,N,9,8s,18,N,Onshore,357,22°c,Not recommended
Fronton,11/07,6am,4-6ft,5ft,N,10,9s,16,N,Onshore,354,18°c,Not recommended
Fronton,11/07,12pm,4-6ft,5ft,NNE,12,9s,14,N,Onshore,11,24°c,Not recommended
Fronton,11/07,6pm,3-5ft,5ft,NNE,11,9s,14,N,Onshore,1,22°c,Not recommended
Fronton,12/07,6am,3-5ft,4.5ft,NNE,12,8s,9,NNW,Onshore,346,19°c,Not recommended
Fronton,12/07,12pm,3-5ft,4.5ft,N,11,8s,11,NNE,Onshore,17,25°c,Not recommended
Fronton,12/07,6pm,3-5ft,4.5ft,N,11,8s,10,N,Onshore,358,24°c,Not recommended
Fronton,13/07,6am,3-5ft,4.5ft,NNE,12,9s,10,N,Onshore,353,19°c,Not recommended
Fronton,13/07,12pm,3-5ft,4ft,NNE,11,9s,11,N,Onshore,5,26°c,Not recommended
Fronton,13/07,6pm,3-5ft,4ft,N,11,9s,13,NNW,Onshore,347,24°c,Not recommended
Fronton,14/07,6am,3-5ft,4.5ft,N,7,9s,18,NNW,Onshore,331,17°c,Not recommended
Fronton,14/07,12pm,3-5ft,4.5ft,N,6,9s,16,NNW,Onshore,348,24°c,Not recommended
Fronton,14/07,6pm,3-5ft,4.5ft,N,5,9s,20,NNW,Onshore,347,23°c,Not recommended
Fronton,15/07,6am,3-5ft,5ft,N,6,8s,15,NNW,Onshore,343,18°c,Not recommended
Fronton,15/07,12pm,4-6ft,5.5ft,N,6,9s,17,N,Onshore,360,24°c,Not recommended
Fronton,15/07,6pm,4-7ft,6.5ft,N,7,9s,18,N,Onshore,5,21°c,Not recommended
Fronton,16/07,6am,4-7ft,6ft,NNE,12,10s,11,N,Onshore,357,19°c,Not recommended
Fronton,16/07,12pm,4-6ft,5.5ft,NNE,12,10s,8,NNE,Onshore,19,27°c,Not recommended
Fronton,16/07,6pm,4-6ft,5ft,NNE,12,10s,9,N,Onshore,9,26°c,Not recommended
Fronton,17/07,6am,3-5ft,4ft,N,10,10s,6,NNW,Onshore,339,22°c,Not recommended
Fronton,17/07,12pm,3-5ft,4ft,N,9,9s,11,N,Onshore,8,25°c,Not recommended
Fronton,17/07,6pm,3-4ft,3.5ft,N,9,9s,11,N,Onshore,2,27°c,Not recommended
Fronton,18/07,6am,3-4ft,3.5ft,N,10,9s,9,N,Onshore,3,23°c,Not recommended
Fronton,18/07,12pm,3-4ft,3ft,N,10,9s,10,NNE,Onshore,27,30°c,Not recommended
Fronton,18/07,6pm,2-4ft,3ft,N,9,9s,13,N,Onshore,354,28°c,Not recommended
Fronton,19/07,6am,2-4ft,3ft,N,8,9s,12,NNW,Onshore,347,24°c,Not recommended
Fronton,19/07,12pm,2-4ft,3ft,N,8,9s,14,N,Onshore,7,30°c,Not recommended
Fronton,19/07,6pm,3-4ft,3.5ft,N,7,9s,17,N,Onshore,355,28°c,Not recommended
Fronton,20/07,6am,2-4ft,3.5ft,N,9,7s,17,NNW,Onshore,346,20°c,Not recommended
Fronton,20/07,12pm,3-4ft,4ft,N,11,7s,18,N,Onshore,359,26°c,Not recommended
Fronton,20/07,6pm,3-4ft,4ft,NNE,13,7s,19,N,Onshore,2,23°c,Not recommended
Fronton,21/07,6am,3-4ft,4.5ft,NNE,13,7s,17,N,Onshore,10,16°c,Not recommended
Fronton,21/07,12pm,3-4ft,4ft,N,10,7s,14,NNE,Onshore,12,22°c,Not recommended
Fronton,21/07,6pm,3-4ft,4ft,N,6,7s,15,N,Onshore,355,21°c,Not recommended
Fronton,22/07,6am,3-4ft,4ft,N,8,7s,15,N,Onshore,5,17°c,Not recommended
Fronton,22/07,12pm,3-5ft,4ft,N,9,9s,14,NNE,Onshore,21,23°c,Not recommended
Fronton,22/07,6pm,3-5ft,4ft,N,9,9s,17,N,Onshore,11,21°c,Not recommended
Fronton,23/07,6am,3-5ft,4.5ft,N,8,9s,15,N,Onshore,350,18°c,Not recommended
Fronton,23/07,12pm,3-5ft,4ft,N,9,9s,15,NNE,Onshore,15,24°c,Not recommended
Fronton,23/07,6pm,3-5ft,4.5ft,N,9,9s,16,N,Onshore,5,23°c,Not recommended
Fronton,24/07,6am,3-5ft,4.5ft,N,9,8s,16,N,Onshore,357,18°c,Not recommended
Fronton,24/07,12pm,3-5ft,4.5ft,N,9,8s,15,N,Onshore,11,25°c,Not recommended
Fronton,24/07,6pm,3-5ft,4.5ft,N,9,8s,14,N,Onshore,3,23°c,Not recommended
Fronton,25/07,6am,3-5ft,4.5ft,N,4,8s,19,NNW,Onshore,346,18°c,Not recommended
Fronton,25/07,12pm,3-5ft,4.5ft,N,7,8s,17,N,Onshore,0,25°c,Not recommended
Fronton,25/07,6pm,3-5ft,5ft,N,9,8s,18,N,Onshore,356,23°c,Not recommended
Fronton,26/07,6am,3-5ft,4.5ft,NNE,13,8s,19,N,Onshore,358,18°c,Not recommended
Fronton,26/07,12pm,3-5ft,4.5ft,NNE,15,8s,17,N,Onshore,10,23°c,Not recommended
Fronton,26/07,6pm,3-5ft,4.5ft,NNE,15,8s,16,NNE,Onshore,11,21°c,Not recommended
Fronton,27/07,6am,3-5ft,4.5ft,NNE,17,8s,17,NNE,Onshore,15,17°c,Not recommended
Fronton,27/07,12pm,3-5ft,4.5ft,NNE,20,8s,11,NNE,Onshore,26,25°c,Not recommended
Fronton,27/07,6pm,3-5ft,4.5ft,NNE,17,8s,17,N,Onshore,8,22°c,Not recommended
Fronton,28/07,6am,3-4ft,4.5ft,NNE,16,7s,15,N,Onshore,5,18°c,Not recommended
Fronton,28/07,12pm,3-5ft,4.5ft,NNE,17,7s,16,NNE,Onshore,16,24°c,Not recommended
Fronton,28/07,6pm,3-5ft,4.5ft,NNE,17,7s,18,N,Onshore,9,22°c,Not recommended
Fronton,29/07,6am,3-5ft,5ft,NNE,19,7s,20,N,Onshore,8,17°c,Not recommended
Fronton,29/07,12pm,3-5ft,5ft,NNE,21,7s,17,NNE,Onshore,17,21°c,Not recommended
Fronton,29/07,6pm,3-4ft,4.5ft,NNE,20,7s,19,N,Onshore,360,21°c,Not recommended
Fronton,30/07,6am,2-4ft,3.5ft,NNE,20,7s,14,N,Onshore,6,17°c,Not recommended
Fronton,30/07,12pm,2-3ft,3ft,NNE,24,6s,12,NNE,Onshore,24,21°c,Not recommended
Fronton,30/07,6pm,2-3ft,3ft,NNE,21,6s,13,N,Onshore,359,20°c,Not recommended
Fronton,31/07,6am,2-3ft,2.5ft,NNE,20,6s,11,N,Onshore,357,17°c,Not recommended
Fronton,31/07,12pm,3-4ft,3ft,N,11,9s,9,NNE,Onshore,29,24°c,Not recommended
Fronton,31/07,6pm,2-4ft,3ft,N,9,9s,10,N,Onshore,1,22°c,Not recommended
Fronton,01/08,6am,2-4ft,3ft,N,10,10s,9,N,Onshore,354,19°c,Not recommended
Fronton,01/08,12pm,2-3ft,2ft,NNE,13,7s,8,NNE,Onshore,15,26°c,Not recommended
Fronton,01/08,6pm,2-3ft,2.5ft,N,11,6s,9,NNW,Onshore,348,25°c,Not recommended
Fronton,02/08,6am,2-3ft,2.5ft,N,9,6s,11,NNW,Onshore,346,21°c,Not recommended
Fronton,02/08,12pm,2-3ft,3ft,N,9,6s,14,N,Onshore,4,26°c,Not recommended
Fronton,02/08,6pm,2-4ft,3.5ft,N,7,7s,17,N,Onshore,0,24°c,Not recommended
Fronton,03/08,6am,3-4ft,4ft,NNE,13,8s,15,NNW,Onshore,348,20°c,Not recommended
Fronton,03/08,12pm,3-5ft,4.5ft,NNE,15,8s,16,N,Onshore,6,26°c,Not recommended
Fronton,03/08,6pm,3-5ft,5ft,N,10,8s,21,N,Onshore,352,24°c,Not recommended
Fronton,04/08,6am,3-5ft,5ft,NNE,14,8s,19,N,Onshore,10,18°c,Not recommended
Fronton,04/08,12pm,3-5ft,5ft,NNE,16,8s,14,NNE,Onshore,12,23°c,Not recommended
Fronton,04/08,6pm,3-5ft,5ft,NNE,14,8s,17,N,Onshore,353,22°c,Not recommended
Fronton,05/08,6am,3-4ft,4ft,NNE,13,8s,15,N,Onshore,352,17°c,Not recommended
Fronton,05/08,12pm,3-4ft,4ft,NNE,14,8s,11,N,Onshore,357,24°c,Not recommended
Fronton,05/08,6pm,3-4ft,4ft,NNE,12,8s,13,NNW,Onshore,340,22°c,Not recommended
Fronton,06/08,6am,2-4ft,3.5ft,N,10,8s,11,NNW,Onshore,334,17°c,Not recommended
Fronton,06/08,12pm,2-4ft,3ft,NNE,12,8s,8,N,Onshore,8,23°c,Not recommended
Fronton,06/08,6pm,2-4ft,3ft,N,11,8s,13,NNW,Onshore,346,22°c,Not recommended
Fronton,07/08,6am,2-3ft,2.5ft,NNE,12,8s,11,N,Onshore,353,17°c,Not recommended
Fronton,07/08,12pm,2-3ft,2.5ft,NNE,14,7s,10,NNE,Onshore,17,22°c,Not recommended
Fronton,07/08,6pm,2-3ft,2.5ft,N,11,7s,12,N,Onshore,350,22°c,Not recommended
Fronton,08/08,6am,2-3ft,3ft,NNE,14,5s,17,N,Onshore,353,18°c,Not recommended
Fronton,08/08,12pm,2-3ft,2.5ft,NNE,18,5s,13,NNE,Onshore,19,23°c,Not recommended
Fronton,08/08,6pm,2-3ft,3ft,NNE,18,6s,17,N,Onshore,357,22°c,Not recommended
Fronton,09/08,6am,2-3ft,3ft,NNE,17,6s,18,NNW,Onshore,346,17°c,Not recommended
Fronton,09/08,12pm,2-3ft,3ft,NNE,19,6s,15,N,Onshore,8,23°c,Not recommended
Fronton,09/08,6pm,2-3ft,3ft,NNE,19,6s,15,N,Onshore,357,21°c,Not recommended
Fronton,10/08,6am,2-3ft,3.5ft,NNE,21,6s,17,N,Onshore,2,18°c,Not recommended
Fronton,10/08,12pm,2-3ft,3.5ft,NNE,19,6s,17,N,Onshore,9,23°c,Not recommended
Fronton,10/08,6pm,2-3ft,3.5ft,NNE,18,6s,16,N,Onshore,2,21°c,Not recommended
Fronton,11/08,6am,2-3ft,3.5ft,NNE,17,6s,18,N,Onshore,6,18°c,Not recommended
Fronton,11/08,12pm,2-3ft,3ft,NNE,21,6s,15,NNE,Onshore,18,22°c,Not recommended
Fronton,11/08,6pm,2-3ft,3ft,NNE,22,6s,16,N,Onshore,11,21°c,Not recommended
Fronton,12/08,6am,2-3ft,3.5ft,NNE,22,6s,18,NNE,Onshore,14,17°c,Not recommended
Fronton,12/08,12pm,2-3ft,3.5ft,NNE,23,6s,15,NNE,Onshore,22,21°c,Not recommended
Fronton,12/08,6pm,2-4ft,3.5ft,NNE,22,6s,17,NNE,Onshore,14,19°c,Not recommended
Fronton,13/08,6am,2-3ft,3ft,N,1,6s,16,NNE,Onshore,15,17°c,Not recommended
Fronton,13/08,12pm,2-4ft,4ft,NNE,25,7s,14,NNE,Onshore,25,21°c,Not recommended
Fronton,13/08,6pm,2-4ft,3.5ft,NNE,23,7s,16,N,Onshore,7,20°c,Not recommended
Fronton,14/08,6am,2-4ft,3.5ft,NNE,22,7s,16,NNE,Onshore,15,17°c,Not recommended
Fronton,14/08,12pm,2-4ft,3.5ft,NNE,23,7s,13,NNE,Onshore,21,21°c,Not recommended
Fronton,14/08,6pm,2-4ft,3.5ft,NNE,21,7s,18,NNE,Onshore,15,20°c,Not recommended
Fronton,15/08,6am,2-4ft,4ft,NNE,23,7s,16,NNE,Onshore,14,17°c,Not recommended
Fronton,15/08,12pm,2-4ft,4ft,NNE,24,7s,15,NNE,Onshore,24,21°c,Not recommended
Fronton,15/08,6pm,2-4ft,4ft,NNE,24,7s,18,NNE,Onshore,15,20°c,Not recommended
Fronton,16/08,6am,2-4ft,4ft,NNE,27,7s,17,N,Onshore,9,17°c,Not recommended
Fronton,16/08,12pm,2-4ft,4ft,NNE,29,7s,15,NNE,Onshore,23,23°c,Not recommended
Fronton,16/08,6pm,2-3ft,3ft,N,359,6s,17,NNE,Onshore,12,21°c,Not recommended
Fronton,17/08,6am,2-3ft,2.5ft,N,356,7s,17,N,Onshore,3,17°c,Not recommended
Fronton,17/08,12pm,2-4ft,4ft,NNE,25,7s,16,NNE,Onshore,13,24°c,Not recommended
Fronton,17/08,6pm,2-4ft,4ft,NNE,24,7s,16,N,Onshore,7,23°c,Not recommended
Fronton,18/08,6am,2-3ft,3.5ft,NNE,24,7s,14,N,Onshore,1,18°c,Not recommended
Fronton,18/08,12pm,2-3ft,3.5ft,NNE,25,7s,15,N,Onshore,10,25°c,Not recommended
Fronton,18/08,6pm,2-3ft,3.5ft,NNE,23,7s,15,N,Onshore,4,23°c,Not recommended
Fronton,19/08,6am,2-3ft,3ft,NNE,25,6s,13,NNW,Onshore,344,19°c,Not recommended
Fronton,19/08,12pm,2-3ft,2.5ft,NNE,25,6s,13,N,Onshore,6,26°c,Not recommended
Fronton,19/08,6pm,2-3ft,2.5ft,NNE,21,6s,16,N,Onshore,1,24°c,Not recommended
Fronton,20/08,6am,1-2ft,2ft,NNE,28,6s,9,NNW,Onshore,348,19°c,Not recommended
Fronton,20/08,12pm,1-2ft,1.9ft,NNE,29,6s,7,NNE,Onshore,33,25°c,Not recommended
Fronton,20/08,6pm,1-2ft,1.7ft,NNE,30,6s,8,N,Onshore,2,24°c,Not recommended
Fronton,21/08,6am,1-2ft,1.7ft,NW,322,10s,8,N,Onshore,1,19°c,Not recommended
Fronton,21/08,12pm,1-2ft,1.6ft,NW,319,9s,9,NE,Onshore,35,26°c,Not recommended
Fronton,21/08,6pm,2ft,1.3ft,NNW,339,14s,12,N,Onshore,5,26°c,Not recommended
Fronton,22/08,6am,3-5ft,3ft,NNW,336,13s,9,NNE,Onshore,13,23°c,Not recommended
Fronton,22/08,12pm,3-4ft,3ft,NNW,336,12s,12,NNE,Onshore,16,31°c,Not recommended
Fronton,22/08,6pm,2-4ft,2.5ft,NNW,335,12s,17,N,Onshore,356,27°c,Not recommended
Fronton,23/08,6am,3-4ft,4ft,NNE,20,7s,16,NNW,Onshore,344,22°c,Not recommended
Fronton,23/08,12pm,3-4ft,4ft,NNE,17,7s,18,N,Onshore,1,27°c,Not recommended
Fronton,23/08,6pm,3-4ft,3ft,N,349,13s,19,N,Onshore,352,25°c,Not recommended
Fronton,24/08,6am,3-4ft,3ft,N,353,12s,15,N,Onshore,349,19°c,Not recommended
Fronton,24/08,12pm,3-5ft,4.5ft,NNE,15,8s,17,N,Onshore,9,25°c,Not recommended
Fronton,24/08,6pm,3-5ft,5ft,NNE,15,8s,18,N,Onshore,0,23°c,Not recommended
Fronton,25/08,6am,3-5ft,5ft,NNE,14,8s,13,N,Onshore,354,20°c,Not recommended
Fronton,25/08,12pm,3-5ft,4.5ft,NNE,13,8s,13,NNE,Onshore,18,28°c,Not recommended
Fronton,25/08,6pm,3-4ft,4ft,NNE,15,8s,11,N,Onshore,1,27°c,Not recommended
Fronton,26/08,6am,3-4ft,3.5ft,N,11,7s,10,N,Onshore,357,27°c,Not recommended
Fronton,26/08,12pm,2-4ft,3.5ft,NNE,12,7s,11,E,Cross-shore,87,33°c,Not recommended
Fronton,26/08,6pm,2-3ft,3ft,NNE,14,7s,10,E,Cross-shore,88,34°c,Not recommended
Fronton,27/08,6am,2-3ft,2.5ft,NNE,14,7s,7,NNW,Onshore,337,27°c,Not recommended
Fronton,27/08,12pm,2-3ft,3ft,N,11,7s,14,N,Onshore,6,34°c,Not recommended
Fronton,27/08,6pm,2-3ft,3ft,N,8,7s,15,N,Onshore,359,31°c,Not recommended
Fronton,28/08,6am,2-4ft,3.5ft,N,9,7s,14,NNW,Onshore,345,24°c,Not recommended
Fronton,28/08,12pm,3-4ft,4ft,NNE,14,7s,14,N,Onshore,10,30°c,Not recommended
Fronton,28/08,6pm,3-4ft,4ft,NNE,14,7s,17,N,Onshore,357,25°c,Not recommended
Fronton,29/08,6am,3-4ft,4.5ft,NNE,16,7s,22,N,Onshore,1,18°c,Not recommended
Fronton,29/08,12pm,3-4ft,4.5ft,NNE,20,7s,19,N,Onshore,10,21°c,Not recommended
Fronton,29/08,6pm,3-4ft,4ft,NNE,16,7s,21,N,Onshore,359,20°c,Not recommended
Fronton,30/08,6am,3-5ft,5ft,NNE,16,8s,20,N,Onshore,359,17°c,Not recommended
Fronton,30/08,12pm,3-5ft,5ft,NNE,18,8s,19,N,Onshore,0,20°c,Not recommended
Fronton,30/08,6pm,4-6ft,5.5ft,NNE,19,9s,18,N,Onshore,1,19°c,Not recommended
Fronton,31/08,6am,4-6ft,5.5ft,NNE,16,9s,17,N,Onshore,354,17°c,Not recommended
Fronton,31/08,12pm,4-6ft,5.5ft,NNE,15,9s,13,N,Onshore,357,22°c,Not recommended
Fronton,31/08,6pm,4-6ft,5.5ft,NNE,15,9s,11,NNW,Onshore,344,20°c,Not recommended
Fronton,01/09,6am,4-7ft,6.5ft,NNE,17,9s,9,NNW,Onshore,345,22°c,Mediocre
Fronton,01/09,12pm,4-6ft,6ft,NNE,15,9s,7,N,Onshore,352,22°c,Mediocre
Fronton,01/09,6pm,4-6ft,5.5ft,NNE,14,9s,8,N,Onshore,1,23°c,Mediocre
Fronton,02/09,6am,3-5ft,4.5ft,NNE,15,8s,9,NNE,Onshore,28,22°c,Mediocre
Fronton,02/09,12pm,3-5ft,4ft,NNE,17,8s,9,NE,Onshore,48,22°c,Mediocre
Fronton,02/09,6pm,2-4ft,3.5ft,NNE,18,7s,11,NE,Onshore,46,23°c,Mediocre
Fronton,03/09,6am,2-4ft,3.5ft,NNE,32,7s,12,ENE,Onshore,64,22°c,Mediocre
Fronton,03/09,12pm,2-4ft,3.5ft,NNE,32,7s,11,ENE,Onshore,58,22°c,Mediocre
Fronton,03/09,6pm,2-3ft,3ft,NE,45,7s,10,NE,Onshore,47,22°c,Mediocre
Fronton,04/09,6am,2-4ft,3.5ft,NNE,22,7s,10,N,Onshore,9,22°c,Mediocre
Fronton,04/09,12pm,2-3ft,3ft,NNE,15,7s,10,NE,Onshore,43,22°c,Mediocre
Fronton,04/09,6pm,2-3ft,3ft,NNE,19,8s,9,NNE,Onshore,28,22°c,Mediocre
Fronton,05/09,6am,2-3ft,2.5ft,NNE,14,7s,11,N,Onshore,351,22°c,Mediocre
Fronton,05/09,12pm,2-3ft,2ft,NNE,13,7s,10,N,Onshore,354,22°c,Mediocre
