date,time,range,height,period,wind_mph,wind_kmh,mph,temp,prob,swell_dir,swell_angle,wind,wind_dir,wind_angle
15/03,12pm,1-2ft,1.1ft,9s,10,9,mph,26°c,100%,S,183,Onshore,SE,137
15/03,6pm,1-2ft,1ft,9s,12,16,mph,27°c,100%,S,181,Cross-shore,E,100
16/03,6am,1ft,0.8ft,11s,8,8,mph,24°c,100%,SSE,164,Offshore,N,9
16/03,12pm,1-2ft,0.9ft,11s,8,9,mph,29°c,100%,SSE,166,Cross/Onshore,ESE,120
16/03,6pm,1-2ft,1ft,11s,6,8,mph,27°c,100%,SSE,167,Onshore,SSE,153
17/03,6am,2-3ft,1.8ft,13s,2,3,mph,25°c,100%,S,169,Cross/Offshore,WNW,285
17/03,12pm,3-5ft,3ft,13s,8,8,mph,26°c,100%,S,180,Onshore,SSW,196
17/03,6pm,3-5ft,3.5ft,12s,8,10,mph,25°c,100%,S,183,Onshore,SW,233
18/03,6am,3-4ft,3ft,11s,3,4,mph,24°c,100%,S,186,Offshore,NNW,342
18/03,12pm,3-4ft,3ft,10s,9,9,mph,25°c,100%,S,188,Onshore,S,186
18/03,6pm,2-4ft,3ft,10s,7,10,mph,26°c,100%,SSW,193,Cross/Onshore,ESE,112
19/03,6am,3-4ft,3ft,10s,5,6,mph,23°c,100%,S,179,Offshore,NNE,24
19/03,12pm,3-4ft,3ft,10s,9,9,mph,27°c,100%,S,174,Onshore,SE,133
19/03,6pm,2-4ft,3ft,10s,8,9,mph,26°c,100%,S,169,Cross-shore,E,97
20/03,6am,2-3ft,2ft,9s,7,8,mph,25°c,100%,S,169,Offshore,N,351
20/03,12pm,2-3ft,2.5ft,10s,11,14,mph,27°c,100%,SSE,164,Onshore,SW,223
20/03,6pm,2-3ft,2ft,10s,10,13,mph,26°c,100%,SSE,162,Onshore,SW,232
21/03,6am,2-3ft,2ft,9s,12,14,mph,24°c,100%,SSE,166,Onshore,SSE,163
21/03,12pm,2-3ft,2.5ft,9s,8,12,mph,25°c,100%,SSE,166,Onshore,SSE,158
21/03,6pm,2ft,2.5ft,6s,11,15,mph,24°c,100%,SSE,163,Onshore,SSE,157
22/03,6am,1-2ft,1.8ft,5s,1,3,mph,24°c,100%,SSE,147,Onshore,S,172
22/03,12pm,2-3ft,2ft,11s,9,8,mph,25°c,100%,S,184,Onshore,S,184
22/03,6pm,2-3ft,2ft,9s,13,16,mph,24°c,100%,S,181,Onshore,SE,131
23/03,6am,2-4ft,3ft,9s,6,7,mph,23°c,100%,S,171,Cross-shore,E,91
23/03,12pm,2-3ft,2.5ft,9s,7,7,mph,25°c,100%,S,170,Onshore,SE,138
23/03,6pm,2-3ft,2.5ft,9s,10,13,mph,25°c,100%,SSE,168,Onshore,SE,127
24/03,6am,2-3ft,2.5ft,8s,6,6,mph,21°c,100%,SSE,163,Offshore,N,360
24/03,12pm,2-3ft,2.5ft,7s,3,7,mph,23°c,100%,SSE,162,Onshore,SSE,162
24/03,6pm,2-3ft,2.5ft,6s,9,11,mph,24°c,100%,SSE,161,Onshore,SE,125
25/03,6am,1-2ft,2ft,7s,7,7,mph,21°c,100%,SSE,164,Offshore,NNW,344
25/03,12pm,1-2ft,1.8ft,7s,7,6,mph,24°c,100%,SSE,162,Onshore,S,182
25/03,6pm,1-2ft,2ft,7s,10,12,mph,24°c,100%,SSE,158,Onshore,SE,134
26/03,6am,1-2ft,1.6ft,6s,6,6,mph,21°c,100%,SSE,157,Offshore,NNW,344
26/03,12pm,2ft,1.5ft,12s,8,8,mph,23°c,100%,S,185,Onshore,S,188
26/03,6pm,2ft,1.5ft,11s,12,16,mph,24°c,100%,S,184,Cross/Onshore,ESE,113
27/03,6am,1-2ft,1.4ft,10s,6,6,mph,21°c,100%,S,183,Offshore,N,3
27/03,12pm,1-2ft,1.4ft,10s,10,10,mph,25°c,100%,S,182,Onshore,SE,130
27/03,6pm,1-2ft,1.2ft,10s,13,20,mph,25°c,100%,S,182,Cross/Onshore,ESE,103
28/03,6am,1-2ft,0.9ft,16s,6,6,mph,21°c,100%,S,178,Offshore,NNE,19
28/03,12pm,2-3ft,1.4ft,15s,9,9,mph,26°c,100%,S,180,Onshore,ESE,121
28/03,6pm,2-3ft,1.7ft,14s,17,21,mph,25°c,100%,S,180,Cross-shore,E,98
